City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,aras-asan,8.8908,126.3033,78.85,85,92,3.44,PH,1687301571
301,umm kaddadah,13.6017,26.6876,87.37,44,78,15.1,SD,1687301571
302,balykshi,47.0667,51.8667,60.8,72,0,8.95,KZ,1687301572
303,collingwood,44.4834,-80.2164,81.25,71,1,3.96,CA,1687301572
304,port saint john's,-31.6229,29.5448,55.36,50,3,4.72,ZA,1687301572
305,manati,18.4275,-66.4921,86.9,83,17,14.29,PR,1687301572
306,sonoita,31.85,-112.8333,97.63,9,7,15.05,MX,1687301573
307,modra,48.334,17.3071,71.4,83,0,3.44,SK,1687301573
308,solleftea,63.1667,17.2667,60.66,74,67,3.58,SE,1687301573
309,lebu,-37.6167,-73.65,53.33,95,100,3.49,CL,1687301298
310,itaituba,-4.2761,-55.9836,76.69,86,44,1.39,BR,1687301520
311,firuzabad,28.8438,52.5707,78.78,13,1,4.21,IR,1687301574
312,fonte boa,-2.4959,-66.2662,74.39,98,84,2.68,BR,1687301574
313,wenzhou,27.9994,120.6668,79.59,92,99,2.98,CN,1687301519
314,petropavlovsk-kamchatsky,53.0452,158.6483,54.19,67,75,22.37,RU,1687301575
315,luganville,-15.5333,167.1667,78.17,77,98,7.76,VU,1687301575
316,aripuana,-9.1667,-60.6333,81.63,59,99,1.19,BR,1687301575
317,nuku'alofa,-21.1333,-175.2,75.54,69,20,6.91,TO,1687301576
318,maragogi,-9.0122,-35.2225,75.76,76,77,9.48,BR,1687301576
319,viedma,-40.8135,-62.9967,48.13,84,100,12.86,AR,1687301576
320,acapulco de juarez,16.8634,-99.8901,91.22,62,0,12.66,MX,1687301378
321,bulgan,48.8125,103.5347,62.96,60,45,2.42,MN,1687301577
322,colares,38.7992,-9.4469,68.95,81,20,14.0,PT,1687301577
323,lagoa,39.05,-27.9833,67.55,89,100,7.78,PT,1687301578
324,antalaha,-14.9003,50.2788,67.6,84,31,6.89,MG,1687301578
325,hauterive,46.0901,3.4459,65.35,88,100,6.11,FR,1687301578
326,cockburn town,21.4612,-71.1419,83.16,79,72,18.3,TC,1687301579
327,akbarabad,29.2464,52.7793,67.62,16,1,0.96,IR,1687301579
328,krasnyy chikoy,50.3643,108.7512,62.26,74,81,1.23,RU,1687301579
329,muravlenko,63.7898,74.523,42.12,95,100,27.29,RU,1687301579
330,chonchi,-42.6128,-73.8092,46.11,94,100,4.32,CL,1687301580
331,kolonia town,6.964,158.206,86.0,74,100,16.11,FM,1687301580
332,galappo,-4.2667,35.85,61.43,82,84,3.96,TZ,1687301580
333,khandyga,62.6667,135.6,65.8,68,100,5.44,RU,1687301581
334,gornyy,55.1153,83.9059,47.35,71,0,7.96,RU,1687301581
335,calhoun,42.2506,-85.0005,89.42,35,0,9.22,US,1687301364
336,yung shue wan,22.2333,114.1167,85.33,86,85,13.42,HK,1687301582
337,kisangani,0.5167,25.2,71.91,96,100,0.96,CD,1687301582
338,mount gambier,-37.8333,140.7667,41.9,76,70,8.61,AU,1687301582
339,brookhaven,31.5791,-90.4407,90.72,77,12,4.45,US,1687301582
340,tolanaro,-25.0319,46.9987,62.67,88,0,0.0,MG,1687301583
341,neryungri,56.6709,124.6491,40.59,98,100,8.88,RU,1687301583
342,terenos,-20.4422,-54.8603,76.71,43,0,4.61,BR,1687301584
343,huangpi,30.8845,114.3779,78.91,89,0,4.47,CN,1687301584
344,atafu village,-8.5421,-172.5159,82.56,65,8,11.03,TK,1687301584
345,colonia,50.9333,6.95,70.25,74,20,11.5,DE,1687301343
346,malvan,16.0667,73.4667,83.39,79,11,6.93,IN,1687301585
347,berezovyy,51.6667,135.7,73.51,63,97,3.51,RU,1687301585
348,chukhloma,58.7525,42.6825,38.32,84,25,4.38,RU,1687301585
349,san ignacio rio muerto,27.4167,-110.2333,106.11,13,74,21.21,MX,1687301586
350,adam,22.3756,57.5233,85.32,52,55,4.76,OM,1687301586
351,semnan,35.5729,53.3971,79.86,32,0,7.74,IR,1687301586
352,rio grande,-32.035,-52.0986,60.91,83,100,1.39,BR,1687301586
353,chegdomyn,51.1167,133.0167,64.35,77,100,2.19,RU,1687301587
354,curup,-3.4667,102.5333,69.51,98,77,1.01,ID,1687301587
355,zeya,53.75,127.2667,53.01,94,75,7.36,RU,1687301587
356,kadom,54.5592,42.4675,46.89,94,79,6.91,RU,1687301588
357,nayoro,44.3506,142.4578,66.94,64,33,4.45,JP,1687301588
358,ngorongoro,-3.2397,35.4875,50.32,93,66,5.5,TZ,1687301588
359,northam,51.0333,-4.2167,59.61,95,10,7.25,GB,1687301588
360,beledweyne,4.7358,45.2036,75.7,69,84,17.85,SO,1687301589
361,kamaishi,39.2667,141.8833,67.24,70,100,7.09,JP,1687301589
362,howrah,22.5892,88.3103,86.0,89,40,6.91,IN,1687301589
363,shakhun'ya,57.6758,46.6114,40.59,77,71,6.13,RU,1687301589
364,ust-nera,64.5667,143.2,73.47,34,100,7.49,RU,1687301590
365,bandon,51.7469,-8.7425,60.39,93,14,3.71,IE,1687301590
366,cooper's town,26.8667,-77.5167,82.49,77,98,10.56,BS,1687301590
367,magadan,59.5667,150.8,65.53,78,65,3.91,RU,1687301591
368,tselinnoye,53.0833,85.6667,54.07,74,21,1.28,RU,1687301591
369,quellon,-43.1167,-73.6167,46.65,93,100,14.97,CL,1687301591
370,tazovsky,67.4667,78.7,41.47,78,100,14.88,RU,1687301592
371,happy valley-goose bay,53.3168,-60.3315,79.11,29,20,6.91,CA,1687301592
372,campo gallo,-26.5833,-62.85,59.43,60,98,2.93,AR,1687301592
373,hadibu,12.65,54.0333,80.29,80,52,18.3,YE,1687301592
374,at-bashi,41.1702,75.8106,54.79,58,47,1.3,KG,1687301593
375,shevchenko,48.5,35.0,65.1,84,97,0.65,UA,1687301593
376,lethem,3.3803,-59.7968,78.85,84,72,5.19,GY,1687301593
377,bardai,11.65,7.2333,78.01,70,100,9.1,NG,1687301593
378,stranraer,54.9023,-5.0273,55.96,97,67,9.86,GB,1687301594
379,namtsy,62.7161,129.6658,60.96,89,100,8.43,RU,1687301594
380,desnogorsk,54.1508,33.2815,57.56,71,60,2.15,RU,1687301594
381,sava,40.4034,17.5584,77.07,52,0,4.68,IT,1687301595
382,zhezqazghan,47.7833,67.7667,55.54,49,3,9.24,KZ,1687301595
383,chatham,51.3789,0.5279,67.86,63,24,6.46,GB,1687301595
384,bijapur,16.8333,75.7,79.7,60,84,14.16,IN,1687301595
385,selfoss,63.9331,-20.9971,48.04,77,100,9.64,IS,1687301596
386,bengkulu,-3.8004,102.2655,76.1,88,28,4.16,ID,1687301357
387,baneasa,44.0461,26.0642,71.74,64,15,4.79,RO,1687301596
388,thunder bay,48.4001,-89.3168,71.58,43,20,17.27,CA,1687301297
389,tainan,22.9908,120.2133,84.87,83,40,1.14,TW,1687301333
390,baiti,13.745,-14.7482,87.08,59,13,8.59,SN,1687301597
391,salida,37.7058,-121.0849,80.89,26,0,10.36,US,1687301597
392,guiratinga,-16.3494,-53.7583,71.67,42,1,3.98,BR,1687301597
393,chipinge,-20.1883,32.6236,55.58,35,0,3.44,ZW,1687301598
394,neuville-sur-saone,45.877,4.8492,77.32,69,0,5.75,FR,1687301598
395,ar rutbah,33.0381,40.2848,75.87,39,0,8.43,IQ,1687301598
396,bloemfontein,-29.1211,26.214,29.68,80,23,3.44,ZA,1687301539
397,antsiranana,-12.2787,49.2917,71.71,71,74,11.01,MG,1687301599
398,puerto tirol,-27.3722,-59.0821,65.08,69,94,5.48,AR,1687301599
399,fuglafjordur,62.244,-6.814,52.27,98,56,11.95,FO,1687301599
400,east london,-33.0153,27.9116,53.98,52,4,7.07,ZA,1687301599
401,fuding,27.3273,120.214,80.91,90,95,2.06,CN,1687301600
402,kavaratti,10.5669,72.642,84.25,73,99,16.35,IN,1687301300
403,punta del este,-34.9667,-54.95,57.31,89,100,7.0,UY,1687301600
404,belel,7.05,14.4333,61.83,89,97,1.23,CM,1687301600
405,alpena,45.0617,-83.4327,79.12,41,0,13.8,US,1687301371
406,san angelo,31.4638,-100.437,115.11,11,0,9.22,US,1687301601
407,ulanhot,46.0833,122.0833,67.42,70,80,4.21,CN,1687301601
408,meiganga,6.5167,14.3,66.56,93,100,1.79,CM,1687301601
409,gordonvale,-17.0936,145.7842,74.91,91,46,4.54,AU,1687301602
410,nantucket,41.2835,-70.0995,64.99,77,0,13.8,US,1687301506
411,pisco,-13.7,-76.2167,69.85,68,0,17.27,PE,1687301603
412,nambour,-26.6333,152.95,60.85,77,55,1.01,AU,1687301603
413,sierra grande,-41.606,-65.3557,45.9,92,100,13.0,AR,1687301603
414,pingliang,35.5392,106.6861,66.49,45,41,3.44,CN,1687301604
415,monroe,43.1501,-77.6831,78.82,60,40,13.8,US,1687301328
416,lihue,21.9789,-159.3672,83.44,68,20,12.66,US,1687301604
417,hobyo,5.3505,48.5268,76.46,87,100,23.51,SO,1687301605
418,lingyuan,41.24,119.4011,74.75,37,51,6.29,CN,1687301605
419,la ferte-bernard,48.1863,0.6536,65.82,90,85,4.12,FR,1687301605
420,hamilton,39.1834,-84.5333,70.43,87,100,16.11,US,1687301362
421,carrizal,10.3499,-66.9863,69.21,81,25,1.92,VE,1687301411
422,osmancik,40.9782,34.8047,60.03,89,13,2.8,TR,1687301606
423,portland,45.5234,-122.6762,67.6,56,100,8.99,US,1687301472
424,piti village,13.4626,144.6933,86.88,78,20,12.66,GU,1687301607
425,goondiwindi,-28.55,150.3167,51.24,39,45,8.23,AU,1687301607
426,vlore,40.4667,19.4897,72.21,68,0,6.02,AL,1687301607
427,labytnangi,66.6572,66.4183,46.04,72,100,12.8,RU,1687301608
428,n'zeto,-7.2312,12.8666,71.04,87,84,6.49,AO,1687301608
429,kirensk,57.7853,108.1119,57.02,45,22,2.44,RU,1687301608
430,betioky,-23.7167,44.3833,60.37,95,0,2.57,MG,1687301609
431,joao camara,-5.5375,-35.8197,73.38,87,73,11.1,BR,1687301609
432,seminole,28.7086,-81.2081,83.37,83,0,3.44,US,1687301386
433,vila franca do campo,37.7167,-25.4333,66.61,94,100,7.38,PT,1687301609
434,morant bay,17.8815,-76.4093,89.22,81,98,11.05,JM,1687301610
435,buncrana,55.1333,-7.45,55.94,93,94,5.17,IE,1687301549
436,mount isa,-20.7333,139.5,58.77,36,36,6.91,AU,1687301610
437,mukalla,14.5425,49.1242,87.53,65,76,4.65,YE,1687301610
438,kananga,-5.8958,22.4178,71.46,51,92,1.36,CD,1687301611
439,buckie,57.6757,-2.9624,62.38,86,17,9.35,GB,1687301611
440,caluula,11.9661,50.7569,86.59,69,79,8.21,SO,1687301611
441,kangding,30.0513,101.9603,53.13,97,100,4.14,CN,1687301612
442,lerwick,60.1545,-1.1494,59.0,92,100,9.91,GB,1687301612
443,bamboo flat,11.7,92.7167,80.69,83,40,2.3,IN,1687301612
444,beinamar,8.6698,15.3813,72.84,85,99,3.94,TD,1687301612
445,fisterra,42.9049,-9.2629,60.75,84,95,1.74,ES,1687301613
446,rubio,7.7013,-72.3557,79.65,82,17,5.41,VE,1687301613
447,yuzhno-sakhalinsk,46.9581,142.7337,51.42,93,75,4.47,RU,1687301613
448,santa rosalia,27.3167,-112.2833,92.21,28,91,5.64,MX,1687301614
449,carutapera,-1.195,-46.02,75.31,95,40,6.55,BR,1687301614
450,hradyz'k,49.2346,33.1361,61.99,93,100,4.34,UA,1687301614
451,china,25.7,-99.2333,114.84,8,31,14.29,MX,1687301614
452,kericho,-0.3677,35.2831,55.51,96,71,2.84,KE,1687301615
453,topolobampo,25.6,-109.05,91.26,45,4,10.29,MX,1687301615
454,santona,43.4439,-3.4576,65.07,92,100,2.46,ES,1687301615
455,recani,31.2846,-4.2688,85.08,16,0,9.48,MA,1687301615
456,tindouf,27.6711,-8.1474,79.25,34,0,20.71,DZ,1687301616
457,luwuk,-0.9516,122.7875,77.11,81,100,3.38,ID,1687301616
458,kerch,45.3583,36.4758,72.09,69,4,5.23,UA,1687301616
459,yanchep,-31.55,115.6833,50.13,70,99,17.25,AU,1687301617
460,faranah,10.0404,-10.7434,73.24,94,22,5.84,GN,1687301617
461,nieuw amsterdam,5.8833,-55.0833,84.22,70,20,6.91,SR,1687301617
462,zhalantun,48.0,122.7167,66.81,71,72,5.37,CN,1687301617
463,bonthe,7.5264,-12.505,77.85,88,100,7.7,SL,1687301618
464,vernon,50.2581,-119.2691,58.53,67,100,2.3,CA,1687301618
465,tashtyp,52.7939,89.8983,59.92,95,99,1.61,RU,1687301618
466,salaspils,56.8601,24.3654,62.83,87,87,2.98,LV,1687301619
467,leh,34.1667,77.5833,53.01,34,0,6.2,IN,1687301619
468,hasaki,35.7333,140.8333,73.29,65,99,8.7,JP,1687301619
469,petukhovo,55.0692,67.9019,43.75,87,100,17.85,RU,1687301620
470,salama,14.8333,-86.5833,77.05,84,60,3.44,HN,1687301620
471,okakarara,-20.5833,17.4333,51.35,27,0,4.07,NA,1687301620
472,tambuwal,12.4039,4.6469,82.78,65,84,7.83,NG,1687301620
473,victoria,22.2855,114.1577,85.96,85,82,11.01,HK,1687301598
474,madara,11.7798,10.4479,85.41,52,92,15.21,NG,1687301621
475,dapa,9.7594,126.0531,81.63,79,97,6.17,PH,1687301621
476,prado,-17.3411,-39.2208,68.85,71,5,8.25,BR,1687301477
477,qusmuryn,52.4503,64.6311,45.27,84,54,10.8,KZ,1687301622
478,ermoupolis,37.4423,24.9425,74.77,60,0,10.36,GR,1687301622
479,rabigh,22.7986,39.0349,86.79,38,2,12.53,SA,1687301622
480,gaiman,-43.2897,-65.4929,48.43,87,100,18.25,AR,1687301623
481,vengurla,15.8667,73.6333,81.82,81,31,5.32,IN,1687301623
482,yuzhno-kurilsk,44.0306,145.8556,57.38,76,11,1.43,RU,1687301623
483,pamandzi,-12.7967,45.2794,74.98,88,16,5.75,YT,1687301623
484,estevan,49.1334,-102.9842,77.2,57,40,12.66,CA,1687301624
485,misratah,32.3754,15.0925,73.08,69,0,7.54,LY,1687301624
486,klyuchi,52.2667,79.1667,53.46,41,0,9.4,RU,1687301624
487,cidreira,-30.1811,-50.2056,58.39,77,29,4.7,BR,1687301625
488,fort mcmurray,56.7268,-111.381,51.39,93,100,10.36,CA,1687301625
489,arbus,39.5272,8.5994,75.2,53,8,8.99,IT,1687301625
490,taft,31.7471,54.2088,85.95,15,20,6.91,IR,1687301626
491,marquette,46.5333,-87.6335,80.26,49,0,5.01,US,1687301626
492,korhogo,9.45,-5.6333,75.24,81,100,4.54,CI,1687301626
493,kandry,54.5667,54.1167,39.42,88,28,3.69,RU,1687301627
494,broken hill,-31.95,141.4333,45.81,68,100,9.55,AU,1687301627
495,storozhevaya,43.8789,41.4514,53.91,95,100,1.97,RU,1687301628
496,saranac lake,44.3295,-74.1313,75.11,47,20,10.36,US,1687301628
497,ataq,14.5377,46.8319,80.44,50,75,6.44,YE,1687301628
498,remire-montjoly,4.9167,-52.2667,78.84,89,0,1.14,GF,1687301629
499,salinas,36.6777,-121.6555,79.56,64,0,10.36,US,1687301629
500,new norfolk,-42.7826,147.0587,39.7,79,98,2.19,AU,1687301629
501,jaguey grande,22.5269,-81.1286,81.36,75,85,2.28,CU,1687301630
502,sitka,57.0531,-135.33,60.69,72,0,9.22,US,1687301630
503,mbandaka,0.0487,18.2603,69.94,97,99,2.44,CD,1687301630
504,tanumah,27.1,44.1333,88.84,15,5,10.63,SA,1687301631
505,dikhil,11.5,42.1667,89.31,38,28,3.27,DJ,1687301631
506,siwa oasis,29.2041,25.5195,80.26,38,0,9.6,EG,1687301631
507,micheweni,-4.9667,39.8333,78.06,77,34,12.64,TZ,1687301631
508,les anglais,18.3054,-74.2197,83.97,70,81,9.33,HT,1687301632
509,pundong,-7.9522,110.3486,74.52,94,24,3.27,ID,1687301632
510,kabare,-2.4683,28.8242,61.41,88,100,0.54,CD,1687301632
511,vodnyy,63.5046,53.4095,42.6,86,100,8.08,RU,1687301633
512,la sarre,48.8002,-79.1996,80.69,56,4,1.54,CA,1687301633
513,macia,-25.0269,33.0989,61.45,80,1,4.38,MZ,1687301633
514,masvingo,-20.0637,30.8277,56.5,27,0,4.16,ZW,1687301633
515,lucapa,-8.4192,20.7447,65.35,31,79,4.25,AO,1687301634
516,ayancik,41.9447,34.5861,67.55,77,73,7.16,TR,1687301634
517,lianzhou,24.7811,112.3825,78.21,95,98,2.71,CN,1687301634
518,lafollette,36.3829,-84.1199,70.43,100,40,0.0,US,1687301634
519,melilla,35.2937,-2.9383,75.4,64,0,4.61,ES,1687301526
520,figuig (centre),32.1089,-1.2286,81.43,15,0,4.07,MA,1687301635
521,hilo,19.7297,-155.09,82.13,76,75,11.5,US,1687301222
522,ola,59.5833,151.2833,66.15,79,44,3.78,RU,1687301635
523,sabha,27.0377,14.4283,80.85,17,0,11.81,LY,1687301636
524,playa del ingles,27.7567,-15.5787,74.95,81,25,1.01,ES,1687301531
525,bukan,36.521,46.2089,62.17,41,0,4.97,IR,1687301636
526,masterton,-40.9597,175.6575,56.88,76,32,4.09,NZ,1687301637
527,barabai,-2.5833,115.3833,72.45,90,100,1.63,ID,1687301637
528,camacupa,-12.0167,17.4833,52.23,35,25,5.01,AO,1687301637
529,huichapan,20.3833,-99.65,84.9,15,3,20.07,MX,1687301638
530,yaren,-0.5472,166.916,83.43,71,92,3.65,NR,1687301638
531,poltavka,54.3663,71.7632,46.87,66,16,16.4,RU,1687301638
532,peace river,56.2501,-117.286,68.31,24,20,10.36,CA,1687301638
533,oranjemund,-28.55,16.4333,54.84,79,13,11.9,NA,1687301639
534,monte patria,-30.6919,-70.9467,63.05,52,100,1.45,CL,1687301639
535,carbonear,47.7332,-53.2148,42.15,91,87,13.18,CA,1687301639
536,coquimbo,-29.9533,-71.3436,58.73,88,0,2.3,CL,1687301640
537,barah,13.7,30.3667,78.53,64,100,16.37,SD,1687301640
538,la mira,18.035,-102.3266,89.29,52,10,12.01,MX,1687301640
539,tongren,27.7172,109.1853,75.54,95,74,2.35,CN,1687301640
540,barra do bugres,-15.0725,-57.1811,76.24,53,3,4.27,BR,1687301641
541,villa regina,-39.1,-67.0667,49.06,85,100,7.23,AR,1687301641
542,cill airne,52.05,-9.5167,55.2,94,22,2.15,IE,1687301560
543,bayganin,48.6947,55.8742,59.63,49,69,8.37,KZ,1687301642
544,chui,-33.6971,-53.4616,55.08,94,24,5.95,UY,1687301642
545,xiva,41.3783,60.3639,66.18,19,0,13.04,UZ,1687301642
546,chernyshevskiy,63.0128,112.4714,53.49,54,61,6.31,RU,1687301642
547,mandalgovi,45.7625,106.2708,70.72,21,100,14.92,MN,1687301643
548,kill devil hills,36.0307,-75.676,69.82,96,100,23.02,US,1687301643
549,ortona,42.3496,14.4039,79.84,81,8,2.19,IT,1687301644
550,turpan,42.9333,89.1667,90.68,24,93,3.4,CN,1687301644
551,choloma,15.6144,-87.953,89.51,80,75,16.11,HN,1687301644
552,gobabis,-22.45,18.9667,50.63,26,0,9.78,NA,1687301645
553,bikin,46.8161,134.26,67.33,66,100,9.04,RU,1687301645
554,depalpur,22.85,75.55,79.12,68,100,15.28,IN,1687301645
555,suva,-18.1416,178.4415,78.28,73,40,6.91,FJ,1687301645
556,kolonia,50.9333,6.95,70.25,74,20,11.5,DE,1687301646
557,dawei,14.0833,98.2,76.91,92,100,3.33,MM,1687301646
558,weno,7.4515,151.8468,84.15,89,100,0.0,FM,1687301646
559,paragominas,-2.9667,-47.4833,76.48,80,82,3.67,BR,1687301476
560,kurumkan,54.3,110.3,58.77,35,37,6.02,RU,1687301647
561,byron bay,-28.65,153.6167,52.72,56,4,10.47,AU,1687301647
562,fort bragg,35.139,-79.006,74.82,90,100,8.05,US,1687301647
563,flying fish cove,-10.4217,105.6791,76.68,94,75,8.05,CX,1687301648
564,san andres,12.5847,-81.7006,87.82,74,20,14.97,CO,1687301600
565,bantay,17.5847,120.3892,85.96,83,98,2.91,PH,1687301648
566,shimoda,34.6667,138.95,71.1,73,70,8.77,JP,1687301649
567,pacocha,-17.5833,-71.3333,63.5,87,9,3.47,PE,1687301649
568,zhob,31.3411,69.4481,84.79,45,7,3.24,PK,1687301649
569,bhaisa,19.1,77.9667,89.06,46,98,10.54,IN,1687301649
570,geraldton,-28.7667,114.6,59.41,72,75,14.97,AU,1687301650
571,harper,4.375,-7.7169,76.1,90,100,15.48,LR,1687301650
572,frontera,26.9333,-101.45,111.33,18,0,14.97,MX,1687301650
573,imperatriz,-5.5264,-47.4917,80.53,52,63,2.15,BR,1687301651
574,juegang,32.3174,121.1855,76.59,79,61,5.48,CN,1687301651
575,iquique,-20.2208,-70.1431,66.24,84,73,8.9,CL,1687301651
576,kapa'a,22.0752,-159.319,84.18,74,20,12.66,US,1687301652
577,nguigmi,14.2495,13.1092,86.52,54,86,7.7,NE,1687301652
578,jinchang,38.4953,102.1739,71.91,30,75,2.75,CN,1687301652
579,araguaina,-7.1911,-48.2072,80.62,48,39,2.15,BR,1687301468
580,haiku-pauwela,20.9219,-156.3051,86.02,55,40,23.02,US,1687301653
581,shashemene,7.2,38.6,58.48,89,39,4.54,ET,1687301653
582,pontianak,-0.0333,109.3333,76.98,94,100,1.14,ID,1687301653
583,murzuq,25.9155,13.9184,82.11,15,0,11.27,LY,1687301654
584,doka,13.5167,35.7667,76.68,74,100,10.25,SD,1687301654
585,anna regina,7.2644,-58.5077,79.39,83,3,4.79,GY,1687301654
586,anzio,41.4853,12.6179,78.39,61,24,1.48,IT,1687301477
587,sisimiut,66.9395,-53.6735,42.84,91,100,11.88,GL,1687301655
588,phan rang-thap cham,11.5667,108.9833,78.87,80,41,2.89,VN,1687301655
589,puerto baquerizo moreno,-0.9,-89.6,81.59,74,20,13.8,EC,1687301655
590,smithers,54.7804,-127.1743,80.92,17,40,6.91,CA,1687301656
591,slave lake,55.2834,-114.769,58.98,63,75,8.05,CA,1687301656
592,poronaysk,49.2167,143.1167,54.95,81,49,2.62,RU,1687301656
593,kalaswala,32.2009,74.6491,89.04,53,1,11.52,PK,1687301656
594,pilibhit,28.6333,79.8,77.92,87,92,8.5,IN,1687301657
595,luchegorsk,46.4764,134.2569,66.6,68,100,9.71,RU,1687301657
596,cannonvale,-20.2833,148.7,69.19,74,31,12.53,AU,1687301657
597,velikiy novgorod,58.5167,31.2833,52.95,63,99,6.11,RU,1687301657
598,gadzhiyevo,69.2551,33.3362,47.25,66,81,6.58,RU,1687301658
599,filadelfia,39.9523,-75.1638,77.49,66,75,14.97,US,1687301562
600,santiago de cao,-7.9589,-79.2392,73.53,73,7,9.22,PE,1687301658
601,harran,36.86,39.0314,79.05,35,17,7.81,TR,1687301659
